ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1383
2020-12-17,1695
2020-12-18,2670
2020-12-19,431
2020-12-20,91
2020-12-21,2608
2020-12-22,4947
2020-12-23,9251
2020-12-24,1786
2020-12-25,1
2020-12-26,605
2020-12-27,491
2020-12-28,8642
2020-12-29,7486
2020-12-30,9634
2020-12-31,5052
2021-01-01,227
2021-01-02,1963
2021-01-03,1373
2021-01-04,6099
2021-01-05,7450
2021-01-06,8592
2021-01-07,8213
2021-01-08,10467
2021-01-09,3353
2021-01-10,1327
2021-01-11,7799
2021-01-12,8899
2021-01-13,9015
2021-01-14,9403
2021-01-15,7288
2021-01-16,3793
2021-01-17,1455
2021-01-18,8535
2021-01-19,8310
2021-01-20,12175
2021-01-21,10198
2021-01-22,10130
2021-01-23,3073
2021-01-24,2174
2021-01-25,10518
2021-01-26,10393
2021-01-27,16478
2021-01-28,13821
2021-01-29,14623
2021-01-30,3942
2021-01-31,2390
2021-02-01,12252
2021-02-02,14065
2021-02-03,19464
2021-02-04,15447
2021-02-05,28064
2021-02-06,17262
2021-02-07,6413
2021-02-08,14794
2021-02-09,18676
2021-02-10,27958
2021-02-11,27739
2021-02-12,31353
2021-02-13,14349
2021-02-14,4309
2021-02-15,11571
2021-02-16,13396
2021-02-17,22683
2021-02-18,20949
2021-02-19,20321
2021-02-20,7068
2021-02-21,1975
2021-02-22,7495
2021-02-23,14229
2021-02-24,25745
2021-02-25,26900
2021-02-26,29332
2021-02-27,15312
2021-02-28,4586
2021-03-01,13216
2021-03-02,18963
2021-03-03,32994
2021-03-04,37622
2021-03-05,48168
2021-03-06,24926
2021-03-07,6607
2021-03-08,21307
2021-03-09,28884
2021-03-10,32999
2021-03-11,42011
2021-03-12,45238
2021-03-13,21235
2021-03-14,4530
2021-03-15,16645
2021-03-16,30776
2021-03-17,35243
2021-03-18,38976
2021-03-19,33817
2021-03-20,15086
2021-03-21,5723
2021-03-22,14699
2021-03-23,22802
2021-03-24,37484
2021-03-25,49022
2021-03-26,40706
2021-03-27,18596
2021-03-28,5448
2021-03-29,20339
2021-03-30,28601
2021-03-31,38512
2021-04-01,45891
2021-04-02,32813
2021-04-03,16186
2021-04-04,2549
2021-04-05,22086
2021-04-06,37200
2021-04-07,43875
2021-04-08,51454
2021-04-09,49884
2021-04-10,24158
2021-04-11,7813
2021-04-12,22173
2021-04-13,28823
2021-04-14,32931
2021-04-15,36993
2021-04-16,33300
2021-04-17,19089
2021-04-18,6732
2021-04-19,15705
2021-04-20,30169
2021-04-21,31688
2021-04-22,35783
2021-04-23,31656
2021-04-24,18102
2021-04-25,4826
2021-04-26,15412
2021-04-27,24415
2021-04-28,29035
2021-04-29,29098
2021-04-30,29493
2021-05-01,12608
2021-05-02,5280
2021-05-03,14454
2021-05-04,18991
2021-05-05,21551
2021-05-06,22775
2021-05-07,21335
2021-05-08,11737
2021-05-09,4126
2021-05-10,9545
2021-05-11,13513
2021-05-12,15409
2021-05-13,18894
2021-05-14,22398
2021-05-15,13245
2021-05-16,6259
2021-05-17,12689
2021-05-18,15444
2021-05-19,16245
2021-05-20,7525
