ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1383
2020-12-17,1693
2020-12-18,2670
2020-12-19,431
2020-12-20,90
2020-12-21,2607
2020-12-22,4945
2020-12-23,9249
2020-12-24,1785
2020-12-25,1
2020-12-26,605
2020-12-27,491
2020-12-28,8421
2020-12-29,7510
2020-12-30,9542
2020-12-31,5038
2021-01-01,265
2021-01-02,1969
2021-01-03,1289
2021-01-04,6121
2021-01-05,7402
2021-01-06,8556
2021-01-07,8166
2021-01-08,10449
2021-01-09,3306
2021-01-10,1289
2021-01-11,7803
2021-01-12,8870
2021-01-13,8987
2021-01-14,9274
2021-01-15,7350
2021-01-16,3741
2021-01-17,1453
2021-01-18,8363
2021-01-19,8228
2021-01-20,11975
2021-01-21,10137
2021-01-22,10101
2021-01-23,3069
2021-01-24,2099
2021-01-25,10430
2021-01-26,10313
2021-01-27,16322
2021-01-28,13755
2021-01-29,14548
2021-01-30,3932
2021-01-31,2370
2021-02-01,12113
2021-02-02,14036
2021-02-03,19421
2021-02-04,15411
2021-02-05,27971
2021-02-06,17251
2021-02-07,6328
2021-02-08,14641
2021-02-09,18562
2021-02-10,27814
2021-02-11,27722
2021-02-12,31296
2021-02-13,14046
2021-02-14,4267
2021-02-15,11499
2021-02-16,13305
2021-02-17,22590
2021-02-18,20888
2021-02-19,20261
2021-02-20,7025
2021-02-21,1956
2021-02-22,7450
2021-02-23,14147
2021-02-24,25620
2021-02-25,26692
2021-02-26,29173
2021-02-27,15276
2021-02-28,4551
2021-03-01,13148
2021-03-02,18895
2021-03-03,32923
2021-03-04,36604
2021-03-05,47675
2021-03-06,24509
2021-03-07,6531
2021-03-08,21208
2021-03-09,28766
2021-03-10,32858
2021-03-11,41814
2021-03-12,44788
2021-03-13,21196
2021-03-14,4503
2021-03-15,15356
2021-03-16,30405
2021-03-17,35040
2021-03-18,38107
2021-03-19,33425
2021-03-20,15041
2021-03-21,5690
2021-03-22,14653
2021-03-23,22650
2021-03-24,37150
2021-03-25,48445
2021-03-26,39888
2021-03-27,18394
2021-03-28,5453
2021-03-29,19898
2021-03-30,28268
2021-03-31,37782
2021-04-01,44824
2021-04-02,32237
2021-04-03,16106
2021-04-04,2493
2021-04-05,21631
2021-04-06,35056
2021-04-07,24368
