ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,691
2020-12-16,1260
2020-12-17,1658
2020-12-18,2676
2020-12-19,430
2020-12-20,90
2020-12-21,2608
2020-12-22,4950
2020-12-23,9273
2020-12-24,1789
2020-12-25,1
2020-12-26,606
2020-12-27,484
2020-12-28,7442
2020-12-29,7530
2020-12-30,9114
2020-12-31,4997
2021-01-01,251
2021-01-02,1944
2021-01-03,1266
2021-01-04,5617
2021-01-05,6864
2021-01-06,7719
2021-01-07,8111
2021-01-08,10534
2021-01-09,3458
2021-01-10,1275
2021-01-11,7669
2021-01-12,8800
2021-01-13,8924
2021-01-14,9093
2021-01-15,7305
2021-01-16,3720
2021-01-17,1438
2021-01-18,7270
2021-01-19,8110
2021-01-20,11446
2021-01-21,9862
2021-01-22,9263
2021-01-23,1877
2021-01-24,1130
2021-01-25,8594
2021-01-26,8476
2021-01-27,14206
2021-01-28,12677
2021-01-29,13125
2021-01-30,2850
2021-01-31,885
2021-02-01,10594
2021-02-02,12701
2021-02-03,17636
2021-02-04,13248
2021-02-05,25361
2021-02-06,14984
2021-02-07,4443
2021-02-08,13692
2021-02-09,10403
