ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1383
2020-12-17,1694
2020-12-18,2670
2020-12-19,431
2020-12-20,91
2020-12-21,2608
2020-12-22,4947
2020-12-23,9249
2020-12-24,1786
2020-12-25,1
2020-12-26,605
2020-12-27,491
2020-12-28,8424
2020-12-29,7511
2020-12-30,9543
2020-12-31,5040
2021-01-01,265
2021-01-02,1970
2021-01-03,1290
2021-01-04,6123
2021-01-05,7404
2021-01-06,8560
2021-01-07,8166
2021-01-08,10452
2021-01-09,3306
2021-01-10,1291
2021-01-11,7807
2021-01-12,8881
2021-01-13,8992
2021-01-14,9279
2021-01-15,7352
2021-01-16,3745
2021-01-17,1456
2021-01-18,8365
2021-01-19,8236
2021-01-20,11983
2021-01-21,10139
2021-01-22,10106
2021-01-23,3070
2021-01-24,2101
2021-01-25,10434
2021-01-26,10318
2021-01-27,16333
2021-01-28,13759
2021-01-29,14564
2021-01-30,3937
2021-01-31,2373
2021-02-01,12121
2021-02-02,14041
2021-02-03,19428
2021-02-04,15420
2021-02-05,27984
2021-02-06,17258
2021-02-07,6332
2021-02-08,14656
2021-02-09,18585
2021-02-10,27836
2021-02-11,27738
2021-02-12,31315
2021-02-13,14053
2021-02-14,4276
2021-02-15,11507
2021-02-16,13317
2021-02-17,22618
2021-02-18,20899
2021-02-19,20278
2021-02-20,7027
2021-02-21,1963
2021-02-22,7452
2021-02-23,14154
2021-02-24,25637
2021-02-25,26713
2021-02-26,29196
2021-02-27,15284
2021-02-28,4554
2021-03-01,13155
2021-03-02,18915
2021-03-03,32950
2021-03-04,36640
2021-03-05,47853
2021-03-06,24525
2021-03-07,6586
2021-03-08,21226
2021-03-09,28806
2021-03-10,32905
2021-03-11,41943
2021-03-12,45010
2021-03-13,21255
2021-03-14,4513
2021-03-15,15393
2021-03-16,30474
2021-03-17,35077
2021-03-18,38214
2021-03-19,33513
2021-03-20,15044
2021-03-21,5695
2021-03-22,14662
2021-03-23,22664
2021-03-24,37177
2021-03-25,48498
2021-03-26,40144
2021-03-27,18404
2021-03-28,5457
2021-03-29,19914
2021-03-30,28320
2021-03-31,38205
2021-04-01,45227
2021-04-02,32456
2021-04-03,16156
2021-04-04,2549
2021-04-05,21951
2021-04-06,36909
2021-04-07,43393
2021-04-08,50373
2021-04-09,48787
2021-04-10,23798
2021-04-11,7358
2021-04-12,21733
2021-04-13,27931
2021-04-14,30865
2021-04-15,22219
