ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1383
2020-12-17,1694
2020-12-18,2670
2020-12-19,431
2020-12-20,91
2020-12-21,2608
2020-12-22,4947
2020-12-23,9250
2020-12-24,1786
2020-12-25,1
2020-12-26,605
2020-12-27,490
2020-12-28,8436
2020-12-29,7516
2020-12-30,9546
2020-12-31,5045
2021-01-01,272
2021-01-02,1970
2021-01-03,1292
2021-01-04,6127
2021-01-05,7418
2021-01-06,8575
2021-01-07,8179
2021-01-08,10462
2021-01-09,3388
2021-01-10,1313
2021-01-11,7810
2021-01-12,8888
2021-01-13,9009
2021-01-14,9304
2021-01-15,7357
2021-01-16,3793
2021-01-17,1458
2021-01-18,8409
2021-01-19,8249
2021-01-20,11997
2021-01-21,10147
2021-01-22,10120
2021-01-23,3076
2021-01-24,2111
2021-01-25,10445
2021-01-26,10339
2021-01-27,16370
2021-01-28,13782
2021-01-29,14604
2021-01-30,3940
2021-01-31,2384
2021-02-01,12140
2021-02-02,14050
2021-02-03,19457
2021-02-04,15436
2021-02-05,28021
2021-02-06,17254
2021-02-07,6361
2021-02-08,14732
2021-02-09,18586
2021-02-10,27855
2021-02-11,27765
2021-02-12,31342
2021-02-13,14072
2021-02-14,4286
2021-02-15,11521
2021-02-16,13348
2021-02-17,22637
2021-02-18,20923
2021-02-19,20294
2021-02-20,7039
2021-02-21,1969
2021-02-22,7465
2021-02-23,14213
2021-02-24,25707
2021-02-25,26827
2021-02-26,29241
2021-02-27,15297
2021-02-28,4572
2021-03-01,13182
2021-03-02,18941
2021-03-03,32966
2021-03-04,37554
2021-03-05,48130
2021-03-06,24551
2021-03-07,6585
2021-03-08,21231
2021-03-09,28848
2021-03-10,32962
2021-03-11,41975
2021-03-12,45186
2021-03-13,21218
2021-03-14,4515
2021-03-15,16618
2021-03-16,30739
2021-03-17,35168
2021-03-18,38842
2021-03-19,33902
2021-03-20,15067
2021-03-21,5705
2021-03-22,14689
2021-03-23,22769
2021-03-24,37419
2021-03-25,48998
2021-03-26,40631
2021-03-27,18545
2021-03-28,5439
2021-03-29,20311
2021-03-30,28559
2021-03-31,38381
2021-04-01,45874
2021-04-02,32751
2021-04-03,16184
2021-04-04,2553
2021-04-05,22066
2021-04-06,37144
2021-04-07,43779
2021-04-08,51358
2021-04-09,49793
2021-04-10,24109
2021-04-11,7798
2021-04-12,22057
2021-04-13,28821
2021-04-14,32806
2021-04-15,36717
2021-04-16,33181
2021-04-17,19047
2021-04-18,6723
2021-04-19,15572
2021-04-20,29923
2021-04-21,30582
2021-04-22,34790
2021-04-23,31787
2021-04-24,18054
2021-04-25,4828
2021-04-26,15010
2021-04-27,23821
2021-04-28,28504
2021-04-29,28497
2021-04-30,29118
2021-05-01,11282
2021-05-02,4286
2021-05-03,12578
2021-05-04,9742
